club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Eintracht Frankfurt,Bas Dost,30,Centre-Forward,Sporting CP,£6.30m,in,Summer,6.3,1 Bundesliga,2019,2019/2020
Eintracht Frankfurt,Filip Kostic,26,Left Midfield,Hamburger SV,£5.40m,in,Summer,5.4,1 Bundesliga,2019,2019/2020
Eintracht Frankfurt,Dejan Joveljic,19,Centre-Forward,Red Star,£3.60m,in,Summer,3.6,1 Bundesliga,2019,2019/2020
Eintracht Frankfurt,Sebastian Rode,28,Central Midfield,Bor. Dortmund,£3.60m,in,Summer,3.6,1 Bundesliga,2019,2019/2020
SV Werder Bremen,Niclas Füllkrug,26,Centre-Forward,Hannover 96,£5.85m,in,Summer,5.85,1 Bundesliga,2019,2019/2020
SV Werder Bremen,Marco Friedl,21,Centre-Back,Bayern Munich,£3.15m,in,Summer,3.15,1 Bundesliga,2019,2019/2020
TSG 1899 Hoffenheim,Diadié Samassékou,23,Defensive Midfield,RB Salzburg,£12.60m,in,Summer,12.6,1 Bundesliga,2019,2019/2020
TSG 1899 Hoffenheim,Robert Skov,23,Right Winger,FC Copenhagen,£9.00m,in,Summer,9.0,1 Bundesliga,2019,2019/2020
TSG 1899 Hoffenheim,Ihlas Bebou,25,Right Winger,Hannover 96,£7.65m,in,Summer,7.65,1 Bundesliga,2019,2019/2020
TSG 1899 Hoffenheim,Sargis Adamyan,26,Left Winger,Jahn Regensburg,£1.35m,in,Summer,1.35,1 Bundesliga,2019,2019/2020
Fortuna Düsseldorf,Nana Ampomah,23,Left Winger,Waasl.-Beveren,£2.52m,in,Summer,2.52,1 Bundesliga,2019,2019/2020
Hertha BSC,Dodi Lukebakio,21,Right Winger,Watford,£18.00m,in,Summer,18.0,1 Bundesliga,2019,2019/2020
Hertha BSC,Eduard Löwen,22,Central Midfield,1.FC Nuremberg,£6.30m,in,Summer,6.3,1 Bundesliga,2019,2019/2020
Hertha BSC,Daishawn Redan,18,Centre-Forward,Chelsea U23,£2.43m,in,Summer,2.43,1 Bundesliga,2019,2019/2020
1.FSV Mainz 05,Jeremiah St. Juste,22,Centre-Back,Feyenoord,£7.20m,in,Summer,7.2,1 Bundesliga,2019,2019/2020
1.FSV Mainz 05,Edimilson Fernandes,23,Central Midfield,West Ham,£6.75m,in,Summer,6.75,1 Bundesliga,2019,2019/2020
1.FSV Mainz 05,Aarón Martín,22,Left-Back,Espanyol,£5.40m,in,Summer,5.4,1 Bundesliga,2019,2019/2020
1.FSV Mainz 05,Ronaël Pierre-Gabriel,21,Right-Back,Monaco,£4.95m,in,Summer,4.95,1 Bundesliga,2019,2019/2020
1.FSV Mainz 05,Jonathan Meier,19,Left-Back,FC Bayern II,£1.08m,in,Summer,1.08,1 Bundesliga,2019,2019/2020
SC Freiburg,Vincenzo Grifo,26,Left Winger,TSG Hoffenheim,£6.30m,in,Summer,6.3,1 Bundesliga,2019,2019/2020
SC Freiburg,Jonathan Schmid,29,Right-Back,FC Augsburg,£3.60m,in,Summer,3.6,1 Bundesliga,2019,2019/2020
SC Freiburg,Chang-hoon Kwon,25,Right Winger,Dijon,£2.70m,in,Summer,2.7,1 Bundesliga,2019,2019/2020
SC Freiburg,Luca Itter,20,Left-Back,VfL Wolfsburg,£2.25m,in,Summer,2.25,1 Bundesliga,2019,2019/2020
SC Freiburg,Woo-yeong Jeong,19,Right Winger,FC Bayern II,£1.80m,in,Summer,1.8,1 Bundesliga,2019,2019/2020
FC Schalke 04,Ozan Kabak,19,Centre-Back,VfB Stuttgart,£13.50m,in,Summer,13.5,1 Bundesliga,2019,2019/2020
FC Schalke 04,Benito Raman,24,Left Winger,F. Düsseldorf,£5.85m,in,Summer,5.85,1 Bundesliga,2019,2019/2020
FC Schalke 04,Bernard Tekpetey,21,Right Winger,SC Paderborn,£2.25m,in,Summer,2.25,1 Bundesliga,2019,2019/2020
FC Augsburg,Tomas Koubek,26,Goalkeeper,Stade Rennais,£6.75m,in,Summer,6.75,1 Bundesliga,2019,2019/2020
FC Augsburg,Iago,22,Left-Back,Internacional,£5.85m,in,Summer,5.85,1 Bundesliga,2019,2019/2020
FC Augsburg,Ruben Vargas,20,Left Winger,FC Luzern,£3.60m,in,Summer,3.6,1 Bundesliga,2019,2019/2020
FC Augsburg,Carlos Gruezo,24,Defensive Midfield,FC Dallas,£3.60m,in,Summer,3.6,1 Bundesliga,2019,2019/2020
FC Augsburg,Florian Niederlechner,28,Centre-Forward,SC Freiburg,£2.25m,in,Summer,2.25,1 Bundesliga,2019,2019/2020
FC Augsburg,Reece Oxford,20,Centre-Back,West Ham,£1.80m,in,Summer,1.8,1 Bundesliga,2019,2019/2020
FC Augsburg,Noah Sarenren Bazee,22,Right Winger,Hannover 96,£1.53m,in,Summer,1.53,1 Bundesliga,2019,2019/2020
1. FC Köln,Sebastiaan Bornauw,20,Centre-Back,RSC Anderlecht,£5.40m,in,Summer,5.4,1 Bundesliga,2019,2019/2020
1. FC Köln,Ellyes Skhiri,24,Defensive Midfield,Montpellier,£5.40m,in,Summer,5.4,1 Bundesliga,2019,2019/2020
1. FC Köln,Birger Verstraete,25,Defensive Midfield,KAA Gent,£3.60m,in,Summer,3.6,1 Bundesliga,2019,2019/2020
1. FC Köln,Kingsley Ehizibue,24,Right-Back,PEC Zwolle,£1.80m,in,Summer,1.8,1 Bundesliga,2019,2019/2020
1.FC Union Berlin,Marvin Friedrich,23,Centre-Back,FC Augsburg,£1.80m,in,Summer,1.8,1 Bundesliga,2019,2019/2020
1.FC Union Berlin,Anthony Ujah,28,Centre-Forward,1.FSV Mainz 05,£1.80m,in,Summer,1.8,1 Bundesliga,2019,2019/2020
1.FC Union Berlin,Marcus Ingvartsen,23,Right Winger,KRC Genk,£1.35m,in,Summer,1.35,1 Bundesliga,2019,2019/2020
Borussia Dortmund,Erling Haaland,19,Centre-Forward,RB Salzburg,£18.00m,in,Winter,18.0,1 Bundesliga,2019,2019/2020
RB Leipzig,Dani Olmo,21,Attacking Midfield,Dinamo Zagreb,£18.90m,in,Winter,18.9,1 Bundesliga,2019,2019/2020
Bayer 04 Leverkusen,Edmond Tapsoba,20,Centre-Back,Vit. Guimarães,£16.20m,in,Winter,16.2,1 Bundesliga,2019,2019/2020
Bayer 04 Leverkusen,Exequiel Palacios,21,Central Midfield,River Plate,£15.30m,in,Winter,15.3,1 Bundesliga,2019,2019/2020
VfL Wolfsburg,Marin Pongracic,22,Centre-Back,RB Salzburg,£9.00m,in,Winter,9.0,1 Bundesliga,2019,2019/2020
TSG 1899 Hoffenheim,Munas Dabbur,27,Centre-Forward,Sevilla FC,£10.80m,in,Winter,10.8,1 Bundesliga,2019,2019/2020
TSG 1899 Hoffenheim,Jacob Bruun Larsen,21,Left Winger,Bor. Dortmund,£8.10m,in,Winter,8.1,1 Bundesliga,2019,2019/2020
Fortuna Düsseldorf,Dawid Kownacki,22,Centre-Forward,Sampdoria,£6.08m,in,Winter,6.08,1 Bundesliga,2019,2019/2020
Hertha BSC,Lucas Tousart,22,Defensive Midfield,Olympique Lyon,£22.50m,in,Winter,22.5,1 Bundesliga,2019,2019/2020
Hertha BSC,Krzysztof Piatek,24,Centre-Forward,AC Milan,£21.60m,in,Winter,21.6,1 Bundesliga,2019,2019/2020
Hertha BSC,Matheus Cunha,20,Centre-Forward,RB Leipzig,£16.20m,in,Winter,16.2,1 Bundesliga,2019,2019/2020
Hertha BSC,Santiago Ascacíbar,22,Defensive Midfield,VfB Stuttgart,£9.00m,in,Winter,9.0,1 Bundesliga,2019,2019/2020
Bayern Munich,Leroy Sané,24,Left Winger,Man City,£40.50m,in,Summer,40.5,1 Bundesliga,2020,2020/2021
Bayern Munich,Marc Roca,23,Defensive Midfield,Espanyol,£8.10m,in,Summer,8.1,1 Bundesliga,2020,2020/2021
Bayern Munich,Bouna Sarr,28,Right-Back,Marseille,£7.20m,in,Summer,7.2,1 Bundesliga,2020,2020/2021
Borussia Dortmund,Emre Can,26,Defensive Midfield,Juventus,£22.50m,in,Summer,22.5,1 Bundesliga,2020,2020/2021
Borussia Dortmund,Jude Bellingham,17,Central Midfield,Birmingham,£20.70m,in,Summer,20.7,1 Bundesliga,2020,2020/2021
RB Leipzig,Alexander Sörloth,24,Centre-Forward,Crystal Palace,£18.00m,in,Summer,18.0,1 Bundesliga,2020,2020/2021
RB Leipzig,Hee-chan Hwang,24,Centre-Forward,RB Salzburg,£8.10m,in,Summer,8.1,1 Bundesliga,2020,2020/2021
RB Leipzig,Josep Martínez,22,Goalkeeper,UD Las Palmas,£2.25m,in,Summer,2.25,1 Bundesliga,2020,2020/2021
Bayer 04 Leverkusen,Patrik Schick,24,Centre-Forward,AS Roma,£23.85m,in,Summer,23.85,1 Bundesliga,2020,2020/2021
Bayer 04 Leverkusen,Lennart Grill,21,Goalkeeper,1.FC K'lautern,£1.80m,in,Summer,1.8,1 Bundesliga,2020,2020/2021
TSG 1899 Hoffenheim,Mijat Gacinovic,25,Attacking Midfield,E. Frankfurt,£2.70m,in,Summer,2.7,1 Bundesliga,2020,2020/2021
VfL Wolfsburg,Ridle Baku,22,Right-Back,1.FSV Mainz 05,£9.00m,in,Summer,9.0,1 Bundesliga,2020,2020/2021
VfL Wolfsburg,Bartosz Bialek,18,Centre-Forward,Zaglebie Lubin,£4.50m,in,Summer,4.5,1 Bundesliga,2020,2020/2021
VfL Wolfsburg,Maxence Lacroix,20,Centre-Back,FC Sochaux,£4.50m,in,Summer,4.5,1 Bundesliga,2020,2020/2021
SC Freiburg,Baptiste Santamaria,25,Defensive Midfield,SCO Angers,£9.00m,in,Summer,9.0,1 Bundesliga,2020,2020/2021
SC Freiburg,Ermedin Demirovic,22,Centre-Forward,Alavés,£3.33m,in,Summer,3.33,1 Bundesliga,2020,2020/2021
Eintracht Frankfurt,André Silva,24,Centre-Forward,AC Milan,£8.10m,in,Summer,8.1,1 Bundesliga,2020,2020/2021
Eintracht Frankfurt,Steven Zuber,28,Left Midfield,TSG Hoffenheim,£2.70m,in,Summer,2.7,1 Bundesliga,2020,2020/2021
Eintracht Frankfurt,Ragnar Ache,21,Centre-Forward,Sparta R.,£1.80m,in,Summer,1.8,1 Bundesliga,2020,2020/2021
Hertha BSC,Jhon Córdoba,27,Centre-Forward,1. FC Köln,£13.50m,in,Summer,13.5,1 Bundesliga,2020,2020/2021
Hertha BSC,Alexander Schwolow,28,Goalkeeper,SC Freiburg,£6.30m,in,Summer,6.3,1 Bundesliga,2020,2020/2021
Hertha BSC,Omar Alderete,23,Centre-Back,FC Basel,£5.85m,in,Summer,5.85,1 Bundesliga,2020,2020/2021
Hertha BSC,Deyovaisio Zeefuik,22,Right-Back,FC Groningen,£3.60m,in,Summer,3.6,1 Bundesliga,2020,2020/2021
1.FC Union Berlin,Marius Bülter,27,Left Winger,1.FC Magdeburg,£1.35m,in,Summer,1.35,1 Bundesliga,2020,2020/2021
1.FSV Mainz 05,Luca Kilian,20,Centre-Back,SC Paderborn,£1.80m,in,Summer,1.8,1 Bundesliga,2020,2020/2021
1. FC Köln,Ondrej Duda,25,Attacking Midfield,Hertha BSC,£6.30m,in,Summer,6.3,1 Bundesliga,2020,2020/2021
1. FC Köln,Sebastian Andersson,29,Centre-Forward,Union Berlin,£5.85m,in,Summer,5.85,1 Bundesliga,2020,2020/2021
1. FC Köln,Dimitrios Limnios,22,Right Winger,PAOK Salonika,£2.97m,in,Summer,2.97,1 Bundesliga,2020,2020/2021
FC Augsburg,Felix Uduokhai,22,Centre-Back,VfL Wolfsburg,£6.30m,in,Summer,6.3,1 Bundesliga,2020,2020/2021
FC Augsburg,Robert Gumny,22,Right-Back,Lech Poznan,£1.80m,in,Summer,1.8,1 Bundesliga,2020,2020/2021
FC Augsburg,Frederik Winther,19,Centre-Back,Lyngby BK,£1.17m,in,Summer,1.17,1 Bundesliga,2020,2020/2021
SV Werder Bremen,Leonardo Bittencourt,26,Attacking Midfield,TSG Hoffenheim,£6.30m,in,Summer,6.3,1 Bundesliga,2020,2020/2021
SV Werder Bremen,Ömer Toprak,30,Centre-Back,Bor. Dortmund,£3.60m,in,Summer,3.6,1 Bundesliga,2020,2020/2021
VfB Stuttgart,Waldemar Anton,24,Centre-Back,Hannover 96,£3.60m,in,Summer,3.6,1 Bundesliga,2020,2020/2021
VfB Stuttgart,Gregor Kobel,22,Goalkeeper,TSG Hoffenheim,£3.60m,in,Summer,3.6,1 Bundesliga,2020,2020/2021
VfB Stuttgart,Wataru Endo,27,Defensive Midfield,Sint-Truiden,£1.53m,in,Summer,1.53,1 Bundesliga,2020,2020/2021
VfB Stuttgart,Pascal Stenzel,24,Right-Back,SC Freiburg,£1.17m,in,Summer,1.17,1 Bundesliga,2020,2020/2021
Bayern Munich,Marc Roca,23,Defensive Midfield,Espanyol,£8.10m,in,Winter,8.1,1 Bundesliga,2020,2020/2021
Bayern Munich,Bouna Sarr,28,Right-Back,Marseille,£7.20m,in,Winter,7.2,1 Bundesliga,2020,2020/2021
Borussia Mönchengladbach,Joe Scally,18,Right-Back,NYCFC,£1.62m,in,Winter,1.62,1 Bundesliga,2020,2020/2021
VfL Wolfsburg,Ridle Baku,22,Right-Back,1.FSV Mainz 05,£9.00m,in,Winter,9.0,1 Bundesliga,2020,2020/2021
Hertha BSC,Omar Alderete,23,Centre-Back,FC Basel,£5.85m,in,Winter,5.85,1 Bundesliga,2020,2020/2021
FC Augsburg,Frederik Winther,19,Centre-Back,Lyngby BK,£1.17m,in,Winter,1.17,1 Bundesliga,2020,2020/2021
Atalanta BC,Alberto Paloschi,26,Centre-Forward,Swansea,£6.03m,in,Summer,6.03,Serie A,2016,2016/2017
Atalanta BC,Bryan Cabezas,19,Left Winger,Independiente,£2.25m,in,Summer,2.25,Serie A,2016,2016/2017
Bologna FC 1909,Simone Verdi,23,Right Winger,AC Milan,£5.76m,in,Summer,5.76,Serie A,2016,2016/2017
Bologna FC 1909,Luca Rizzo,24,Central Midfield,Sampdoria,£5.40m,in,Summer,5.4,Serie A,2016,2016/2017
Bologna FC 1909,Godfred Donsah,20,Central Midfield,Cagliari Calcio,£4.50m,in,Summer,4.5,Serie A,2016,2016/2017
Bologna FC 1909,Ladislav Krejci,24,Left Winger,Sparta Praha,£3.42m,in,Summer,3.42,Serie A,2016,2016/2017
Bologna FC 1909,Lorenzo Crisetig,23,Defensive Midfield,Inter,£2.43m,in,Summer,2.43,Serie A,2016,2016/2017
Bologna FC 1909,Ádám Nagy,21,Defensive Midfield,Ferencváros,£1.62m,in,Summer,1.62,Serie A,2016,2016/2017
Bologna FC 1909,Federico Di Francesco,22,Left Winger,Virtus Lanciano,£1.26m,in,Summer,1.26,Serie A,2016,2016/2017
Bologna FC 1909,Blerim Dzemaili,30,Central Midfield,Galatasaray,£1.17m,in,Summer,1.17,Serie A,2016,2016/2017
Cagliari Calcio,Artur Ionita,25,Central Midfield,Hellas Verona,£4.05m,in,Summer,4.05,Serie A,2016,2016/2017
Cagliari Calcio,Mauricio Isla,28,Right-Back,Juventus,£3.60m,in,Summer,3.6,Serie A,2016,2016/2017
Chievo Verona,Mattia Bani,22,Centre-Back,Pro Vercelli,£5.54m,in,Summer,5.54,Serie A,2016,2016/2017
Chievo Verona,Paul-José Mpoku,24,Left Winger,Standard Liège,£3.60m,in,Summer,3.6,Serie A,2016,2016/2017
Chievo Verona,Samuel Bastien,19,Central Midfield,RSC Anderlecht,£1.17m,in,Summer,1.17,Serie A,2016,2016/2017
FC Empoli,Matheus Pereira,18,Attacking Midfield,Corinthians,£1.80m,in,Summer,1.8,Serie A,2016,2016/2017
FC Empoli,Marcel Büchel,25,Central Midfield,Juventus,£1.35m,in,Summer,1.35,Serie A,2016,2016/2017
ACF Fiorentina,Davide Astori,29,Centre-Back,Cagliari Calcio,£3.15m,in,Summer,3.15,Serie A,2016,2016/2017
ACF Fiorentina,Kevin Diks,19,Right-Back,Vitesse,£2.61m,in,Summer,2.61,Serie A,2016,2016/2017
ACF Fiorentina,Bartlomiej Dragowski,18,Goalkeeper,Jagiellonia,£2.25m,in,Summer,2.25,Serie A,2016,2016/2017
ACF Fiorentina,Ianis Hagi,17,Attacking Midfield,FC Viitorul,£1.80m,in,Summer,1.8,Serie A,2016,2016/2017
Genoa CFC,Diego Laxalt,23,Left-Back,Inter,£5.22m,in,Summer,5.22,Serie A,2016,2016/2017
Genoa CFC,Giovanni Simeone,21,Centre-Forward,River Plate,£4.59m,in,Summer,4.59,Serie A,2016,2016/2017
Genoa CFC,Davide Brivio,28,Left-Back,Atalanta,£3.60m,in,Summer,3.6,Serie A,2016,2016/2017
Genoa CFC,Cristian Ansaldi,29,Left-Back,Zenit S-Pb,£3.60m,in,Summer,3.6,Serie A,2016,2016/2017
Genoa CFC,Davide Biraschi,22,Centre-Back,Avellino,£1.44m,in,Summer,1.44,Serie A,2016,2016/2017
Genoa CFC,Nikola Ninkovic,21,Left Winger,Chievo Verona,£1.35m,in,Summer,1.35,Serie A,2016,2016/2017
Genoa CFC,Francesco Renzetti,28,Left-Back,Cesena,£1.08m,in,Summer,1.08,Serie A,2016,2016/2017
Inter Milan,João Mário,23,Central Midfield,Sporting CP,£36.00m,in,Summer,36.0,Serie A,2016,2016/2017
Inter Milan,Gabriel Barbosa,20,Centre-Forward,Santos FC,£26.55m,in,Summer,26.55,Serie A,2016,2016/2017
Inter Milan,Antonio Candreva,29,Right Midfield,Lazio,£19.80m,in,Summer,19.8,Serie A,2016,2016/2017
Inter Milan,Miranda,31,Centre-Back,Atlético Madrid,£9.63m,in,Summer,9.63,Serie A,2016,2016/2017
Inter Milan,Cristian Ansaldi,29,Left-Back,Genoa,£9.45m,in,Summer,9.45,Serie A,2016,2016/2017
Inter Milan,Éder,29,Second Striker,Sampdoria,£8.82m,in,Summer,8.82,Serie A,2016,2016/2017
Inter Milan,Gianluca Caprari,22,Second Striker,Pescara,£7.43m,in,Summer,7.43,Serie A,2016,2016/2017
Inter Milan,Dodô,24,Left-Back,AS Roma,£7.02m,in,Summer,7.02,Serie A,2016,2016/2017
Inter Milan,Marcelo Brozovic,23,Defensive Midfield,Dinamo Zagreb,£4.50m,in,Summer,4.5,Serie A,2016,2016/2017
Juventus FC,Gonzalo Higuaín,28,Centre-Forward,SSC Napoli,£81.00m,in,Summer,81.0,Serie A,2016,2016/2017
Juventus FC,Miralem Pjanic,26,Defensive Midfield,AS Roma,£28.80m,in,Summer,28.8,Serie A,2016,2016/2017
Juventus FC,Marko Pjaca,21,Left Winger,Dinamo Zagreb,£20.70m,in,Summer,20.7,Serie A,2016,2016/2017
Juventus FC,Mario Lemina,22,Defensive Midfield,Marseille,£8.82m,in,Summer,8.82,Serie A,2016,2016/2017
SS Lazio,Ciro Immobile,26,Centre-Forward,Sevilla FC,£8.51m,in,Summer,8.51,Serie A,2016,2016/2017
SS Lazio,Wallace,21,Centre-Back,Braga,£7.20m,in,Summer,7.2,Serie A,2016,2016/2017
SS Lazio,Bastos,25,Centre-Back,Rostov,£4.50m,in,Summer,4.5,Serie A,2016,2016/2017
SS Lazio,Jordan Lukaku,21,Left-Back,KV Oostende,£3.60m,in,Summer,3.6,Serie A,2016,2016/2017
SS Lazio,Luis Alberto,23,Attacking Midfield,Liverpool,£3.60m,in,Summer,3.6,Serie A,2016,2016/2017
SS Lazio,Moritz Leitner,23,Central Midfield,Bor. Dortmund,£1.35m,in,Summer,1.35,Serie A,2016,2016/2017
AC Milan,Gustavo Gómez,23,Centre-Back,Lanús,£8.60m,in,Summer,8.6,Serie A,2016,2016/2017
AC Milan,Gianluca Lapadula,26,Centre-Forward,Pescara,£8.55m,in,Summer,8.55,Serie A,2016,2016/2017
AC Milan,José Sosa,31,Central Midfield,Besiktas,£6.75m,in,Summer,6.75,Serie A,2016,2016/2017
SSC Napoli,Arkadiusz Milik,22,Centre-Forward,Ajax,£28.80m,in,Summer,28.8,Serie A,2016,2016/2017
SSC Napoli,Piotr Zielinski,22,Central Midfield,Udinese Calcio,£14.40m,in,Summer,14.4,Serie A,2016,2016/2017
SSC Napoli,Amadou Diawara,19,Defensive Midfield,Bologna,£13.05m,in,Summer,13.05,Serie A,2016,2016/2017
SSC Napoli,Lorenzo Tonelli,26,Centre-Back,FC Empoli,£9.00m,in,Summer,9.0,Serie A,2016,2016/2017
SSC Napoli,Emanuele Giaccherini,31,Left Midfield,Sunderland,£1.35m,in,Summer,1.35,Serie A,2016,2016/2017
US Palermo,Bruno Henrique,26,Central Midfield,Corinthians,£2.97m,in,Summer,2.97,Serie A,2016,2016/2017
US Palermo,Slobodan Rajkovic,27,Centre-Back,SV Darmstadt 98,£1.35m,in,Summer,1.35,Serie A,2016,2016/2017
US Palermo,Haitam Aleesami,25,Left-Back,IFK Göteborg,£1.24m,in,Summer,1.24,Serie A,2016,2016/2017
Delfino Pescara 1936,Cristiano Biraghi,23,Left Midfield,Inter,£4.50m,in,Summer,4.5,Serie A,2016,2016/2017
Delfino Pescara 1936,Valerio Verre,22,Attacking Midfield,Udinese Calcio,£3.60m,in,Summer,3.6,Serie A,2016,2016/2017
Delfino Pescara 1936,Vincenzo Fiorillo,26,Goalkeeper,Juventus,£1.80m,in,Summer,1.8,Serie A,2016,2016/2017
AS Roma,Gerson,19,Central Midfield,Fluminense,£16.74m,in,Summer,16.74,Serie A,2016,2016/2017
AS Roma,Mohamed Salah,24,Right Winger,Chelsea,£13.50m,in,Summer,13.5,Serie A,2016,2016/2017
AS Roma,Stephan El Shaarawy,23,Left Winger,AC Milan,£11.70m,in,Summer,11.7,Serie A,2016,2016/2017
AS Roma,Edin Dzeko,30,Centre-Forward,Man City,£9.90m,in,Summer,9.9,Serie A,2016,2016/2017
AS Roma,Diego Perotti,27,Left Winger,Genoa,£8.10m,in,Summer,8.1,Serie A,2016,2016/2017
AS Roma,Antonio Rüdiger,23,Centre-Back,VfB Stuttgart,£8.10m,in,Summer,8.1,Serie A,2016,2016/2017
AS Roma,Alisson,23,Goalkeeper,Internacional,£7.20m,in,Summer,7.2,Serie A,2016,2016/2017
AS Roma,Ervin Zukanovic,29,Centre-Back,Sampdoria,£2.52m,in,Summer,2.52,Serie A,2016,2016/2017
AS Roma,Abdullahi Nura,18,Right Winger,Spezia Calcio,£2.25m,in,Summer,2.25,Serie A,2016,2016/2017
AS Roma,Umar Sadiq,19,Centre-Forward,Spezia Calcio,£2.25m,in,Summer,2.25,Serie A,2016,2016/2017
AS Roma,Norbert Gyomber,23,Centre-Back,Catania,£1.35m,in,Summer,1.35,Serie A,2016,2016/2017
UC Sampdoria,Dennis Praet,22,Central Midfield,RSC Anderlecht,£7.20m,in,Summer,7.2,Serie A,2016,2016/2017
UC Sampdoria,Patrik Schick,20,Centre-Forward,Sparta Praha,£3.60m,in,Summer,3.6,Serie A,2016,2016/2017
UC Sampdoria,Luca Cigarini,30,Defensive Midfield,Atalanta,£3.15m,in,Summer,3.15,Serie A,2016,2016/2017
UC Sampdoria,Karol Linetty,21,Central Midfield,Lech Poznan,£2.79m,in,Summer,2.79,Serie A,2016,2016/2017
UC Sampdoria,Fabio Quagliarella,33,Centre-Forward,Torino,£2.48m,in,Summer,2.48,Serie A,2016,2016/2017
UC Sampdoria,Jacopo Sala,24,Right-Back,Hellas Verona,£2.34m,in,Summer,2.34,Serie A,2016,2016/2017
UC Sampdoria,Emiliano Viviano,30,Goalkeeper,US Palermo,£2.07m,in,Summer,2.07,Serie A,2016,2016/2017
UC Sampdoria,Ante Budimir,24,Centre-Forward,Crotone,£1.62m,in,Summer,1.62,Serie A,2016,2016/2017
US Sassuolo,Matteo Politano,22,Right Winger,AS Roma,£7.29m,in,Summer,7.29,Serie A,2016,2016/2017
US Sassuolo,Alfred Duncan,23,Central Midfield,Sampdoria,£5.40m,in,Summer,5.4,Serie A,2016,2016/2017
US Sassuolo,Gian Marco Ferrari,24,Centre-Back,Crotone,£3.60m,in,Summer,3.6,Serie A,2016,2016/2017
US Sassuolo,Timo Letschert,23,Centre-Back,FC Utrecht,£3.15m,in,Summer,3.15,Serie A,2016,2016/2017
US Sassuolo,Pietro Iemmello,24,Centre-Forward,Spezia Calcio,£2.07m,in,Summer,2.07,Serie A,2016,2016/2017
US Sassuolo,Alessandro Matri,31,Centre-Forward,AC Milan,£1.62m,in,Summer,1.62,Serie A,2016,2016/2017
US Sassuolo,Antonino Ragusa,26,Left Winger,Cesena,£1.61m,in,Summer,1.61,Serie A,2016,2016/2017
Torino FC,Adem Ljajic,24,Attacking Midfield,AS Roma,£8.10m,in,Summer,8.1,Serie A,2016,2016/2017
Torino FC,Lorenzo De Silvestri,28,Right-Back,Sampdoria,£3.15m,in,Summer,3.15,Serie A,2016,2016/2017
Torino FC,Mirko Valdifiori,30,Defensive Midfield,SSC Napoli,£3.06m,in,Summer,3.06,Serie A,2016,2016/2017
Torino FC,Luca Rossettini,31,Centre-Back,Bologna,£1.78m,in,Summer,1.78,Serie A,2016,2016/2017
Torino FC,Sasa Lukic,19,Central Midfield,Partizan,£1.53m,in,Summer,1.53,Serie A,2016,2016/2017
Torino FC,Panagiotis Tachtsidis,25,Defensive Midfield,Genoa,£1.17m,in,Summer,1.17,Serie A,2016,2016/2017
Udinese Calcio,Stipe Perica,20,Centre-Forward,Chelsea,£4.05m,in,Summer,4.05,Serie A,2016,2016/2017
Udinese Calcio,Seko Fofana,21,Central Midfield,Man City U23,£3.15m,in,Summer,3.15,Serie A,2016,2016/2017
Udinese Calcio,Ewandro Costa,20,Right Winger,São Paulo,£2.70m,in,Summer,2.7,Serie A,2016,2016/2017
Udinese Calcio,Rodrigo de Paul,22,Attacking Midfield,Valencia,£2.70m,in,Summer,2.7,Serie A,2016,2016/2017
Bologna FC 1909,Juan Manuel Valencia,18,Attacking Midfield,Cortuluá,£1.26m,in,Winter,1.26,Serie A,2016,2016/2017
Bologna FC 1909,Bruno Petkovic,22,Centre-Forward,Trapani,£1.17m,in,Winter,1.17,Serie A,2016,2016/2017
FC Empoli,Miha Zajc,22,Attacking Midfield,NK Olimpija,£2.07m,in,Winter,2.07,Serie A,2016,2016/2017
FC Empoli,Omar El Kaddouri,26,Central Midfield,SSC Napoli,£1.08m,in,Winter,1.08,Serie A,2016,2016/2017
Genoa CFC,Leonardo Morosini,21,Attacking Midfield,Brescia,£2.25m,in,Winter,2.25,Serie A,2016,2016/2017
Inter Milan,Stevan Jovetic,27,Centre-Forward,Man City,£12.15m,in,Winter,12.15,Serie A,2016,2016/2017
Juventus FC,Mattia Caldara,22,Centre-Back,Atalanta,£17.10m,in,Winter,17.1,Serie A,2016,2016/2017
Juventus FC,Tomás Rincón,28,Defensive Midfield,Genoa,£7.20m,in,Winter,7.2,Serie A,2016,2016/2017
Juventus FC,Riccardo Orsolini,20,Right Winger,Ascoli,£5.40m,in,Winter,5.4,Serie A,2016,2016/2017
SSC Napoli,Leonardo Pavoletti,28,Centre-Forward,Genoa,£16.20m,in,Winter,16.2,Serie A,2016,2016/2017
AS Roma,Emerson,22,Left-Back,Santos FC,£1.80m,in,Winter,1.8,Serie A,2016,2016/2017
UC Sampdoria,Valerio Verre,23,Attacking Midfield,Pescara,£3.69m,in,Winter,3.69,Serie A,2016,2016/2017
UC Sampdoria,Bartosz Bereszynski,24,Right-Back,Legia Warszawa,£1.62m,in,Winter,1.62,Serie A,2016,2016/2017
UC Sampdoria,Lorenco Simic,20,Centre-Back,Hajduk Split,£1.35m,in,Winter,1.35,Serie A,2016,2016/2017
Torino FC,Iago Falque,27,Right Winger,AS Roma,£5.40m,in,Winter,5.4,Serie A,2016,2016/2017
Udinese Calcio,Kevin Lasagna,24,Centre-Forward,Carpi,£4.05m,in,Winter,4.05,Serie A,2016,2016/2017
